Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Harold Gramatges	1918	2008.0	Cuban			https://en.wikipedia.org/wiki/Harold_Gramatges	1327.0	https://imslp.org/wiki/Category:Gramatges,_Harold	False
Radie Britain	1899	1994.0	American			https://en.wikipedia.org/wiki/Radie_Britain	1324.0	https://imslp.org/wiki/Category:Britain,_Radie	False
Albert Dupuis	1877	1967.0	Belgian			https://en.wikipedia.org/wiki/Albert_Dupuis	1324.0	https://imslp.org/wiki/Category:Dupuis,_Albert	True
Zygmunt Mycielski	1907	1987.0	Polish			https://en.wikipedia.org/wiki/Zygmunt_Mycielski	1322.0	https://imslp.org/wiki/Category:Mycielski,_Zygmunt	False
Radim Drejsl	1923	1953.0	Czech			https://en.wikipedia.org/wiki/Radim_Drejsl	1321.0	https://imslp.org/wiki/Category:Drejsl,_Radim	False
Godfried-Willem Raes	1952		Belgian			https://en.wikipedia.org/wiki/Godfried-Willem_Raes	1320.0	https://imslp.org/wiki/Category:Raes,_Godfried-Willem	False
Barbara Giuranna	1898	1998.0	Italian			https://en.wikipedia.org/wiki/Barbara_Giuranna	1317.0	https://imslp.org/wiki/Category:Giuranna,_Barbara	False
Arne Mellnäs	1933	2002.0	Swedish			https://en.wikipedia.org/wiki/Arne_Melln%C3%A4s	1316.0	https://imslp.org/wiki/Category:Mellnäs,_Arne	False
Gaston Allaire	1916	2011.0	Canadian			https://en.wikipedia.org/wiki/Gaston_Allaire	1315.0	https://imslp.org/wiki/Category:Allaire,_Gaston	True
Vladimir Tsybin	1877	1949.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Tsybin	1315.0	https://imslp.org/wiki/Category:Tsybin,_Vladimir	True
Gisela Hernández	1912	1971.0	Cuban			https://en.wikipedia.org/wiki/Gisela_Hern%C3%A1ndez	1315.0	https://imslp.org/wiki/Category:Hernández,_Gisela	False
Ivan Matetić Ronjgov	1880	1960.0	Croatian			https://en.wikipedia.org/wiki/Ivan_Mateti%C4%87_Ronjgov	1314.0	https://imslp.org/wiki/Category:Ronjgov,_Ivan_Matetić	False
Sandor Harmati	1892	1936.0	Hungarian-American			https://en.wikipedia.org/wiki/Sandor_Harmati	1314.0	https://imslp.org/wiki/Category:Harmati,_Sandor	False
Peter-Jan Wagemans	1952		Dutch			https://en.wikipedia.org/wiki/Peter-Jan_Wagemans	1313.0	https://imslp.org/wiki/Category:Wagemans,_Peter-Jan	False
Diogenes Rivas	1942		Venezuelan			https://en.wikipedia.org/wiki/Diogenes_Rivas	1312.0	https://imslp.org/wiki/Category:Rivas,_Diogenes	False
Jan Zdeněk Bartoš	1908	1981.0	Czech			https://en.wikipedia.org/wiki/Jan_Zden%C4%9Bk_Barto%C5%A1	1311.0	https://imslp.org/wiki/Category:Bartoš,_Jan_Zdeněk	False
Karel Boleslav Jirák	1891	1972.0	Czechoslovak			https://en.wikipedia.org/wiki/Karel_Boleslav_Jir%C3%A1k	1310.0	https://imslp.org/wiki/Category:Jirák,_Karel_Boleslav	True
Francesco Berger	1834	1933.0	English			https://en.wikipedia.org/wiki/Francesco_Berger	1308.0	https://imslp.org/wiki/Category:Berger,_Francesco	True
Laura Andel	1968		Argentine			https://en.wikipedia.org/wiki/Laura_Andel	1307.0	https://imslp.org/wiki/Category:Andel,_Laura	False
Caro Roma	1866	1937.0	American			https://en.wikipedia.org/wiki/Caro_Roma	1307.0	https://imslp.org/wiki/Category:Roma,_Caro	True
Antonio Scontrino	1850	1922.0	Italian			https://en.wikipedia.org/wiki/Antonio_Scontrino	1304.0	https://imslp.org/wiki/Category:Scontrino,_Antonio	True
Pavel Bořkovec	1894	1972.0	Czech			https://en.wikipedia.org/wiki/Pavel_Bo%C5%99kovec	1303.0	https://imslp.org/wiki/Category:Bořkovec,_Pavel	False
Hector Gratton	1900	1970.0	Canadian			https://en.wikipedia.org/wiki/Hector_Gratton	1303.0	https://imslp.org/wiki/Category:Gratton,_Hector	False
Pierre Capdevielle	1906	1969.0	French			https://en.wikipedia.org/wiki/Pierre_Capdevielle_(musician)	1303.0	https://imslp.org/wiki/Category:Capdevielle,_Pierre	False
E. Clement Bethel	1938	1987.0	Bahamian			https://en.wikipedia.org/wiki/E._Clement_Bethel	1301.0	https://imslp.org/wiki/Category:Bethel,_E._Clement	False
Susan McFarland Parkhurst	1836	1918.0	American			https://en.wikipedia.org/wiki/Susan_McFarland_Parkhurst	1301.0	https://imslp.org/wiki/Category:Parkhurst,_Susan_McFarland	True
Ulrich Leyendecker	1946	2018.0	German			https://en.wikipedia.org/wiki/Ulrich_Leyendecker	1300.0	https://imslp.org/wiki/Category:Leyendecker,_Ulrich	False
John Davison	1930	1999.0	American			https://en.wikipedia.org/wiki/John_Davison_(composer)	1299.0	https://imslp.org/wiki/Category:Davison,_John	False
Lubor Bárta	1928	1972.0	Czech	Piano Trio in C Major, Concertino for trombone and piano		https://en.wikipedia.org/wiki/Lubor_B%C3%A1rta	1297.0	https://imslp.org/wiki/Category:Bárta,_Lubor	True
Mikhail Savoyarov	1876	1941.0	Russian	The Drunken Moon,Trumpeters,Because of the Ladies	chansonnier,light music, jazz-influenced	https://en.wikipedia.org/wiki/Mikhail_Savoyarov	1297.0	https://imslp.org/wiki/Category:Savoyarov,_Mikhail	False
Josefina Benedetti	1953		American			https://en.wikipedia.org/wiki/Josefina_Benedetti	1296.0	https://imslp.org/wiki/Category:Benedetti,_Josefina	False
Lucio Garau	1959		Italian			https://en.wikipedia.org/wiki/Lucio_Garau	1294.0	https://imslp.org/wiki/Category:Garau,_Lucio	False
Ronald Center	1913	1973.0	Scottish			https://en.wikipedia.org/wiki/Ronald_Center	1294.0	https://imslp.org/wiki/Category:Center,_Ronald	False
Jan Vriend	1938		Dutch			https://en.wikipedia.org/wiki/Jan_Vriend	1293.0	https://imslp.org/wiki/Category:Vriend,_Jan	False
Surendran Reddy	1962	2010.0	South African			https://en.wikipedia.org/wiki/Surendran_Reddy	1291.0	https://imslp.org/wiki/Category:Reddy,_Surendran	False
Heinrich Grünfeld	1855	1931.0	Bohemian-Austrian			https://en.wikipedia.org/wiki/Heinrich_Gr%C3%BCnfeld	1289.0	https://imslp.org/wiki/Category:Grünfeld,_Heinrich	True
John Boda	1922	2002.0	American			https://en.wikipedia.org/wiki/John_Boda	1288.0	https://imslp.org/wiki/Category:Boda,_John	False
Hans Ulrich Engelmann	1921	2011.0	German			https://en.wikipedia.org/wiki/Hans_Ulrich_Engelmann	1288.0	https://imslp.org/wiki/Category:Engelmann,_Hans_Ulrich	False
Michael Brimer	1933	2023.0	Australian			https://en.wikipedia.org/wiki/Michael_Brimer	1287.0	https://imslp.org/wiki/Category:Brimer,_Michael	False
Dorothy Gow	1893	1982.0	English			https://en.wikipedia.org/wiki/Dorothy_Gow	1287.0	https://imslp.org/wiki/Category:Gow,_Dorothy	False
John N. Klohr	1869	1956.0	American	Billboard March		https://en.wikipedia.org/wiki/John_N._Klohr	1286.0	https://imslp.org/wiki/Category:Klohr,_John_N.	False
Marek Brezovský	1974	1994.0	Slovak			https://en.wikipedia.org/wiki/Marek_Brezovsk%C3%BD	1286.0	https://imslp.org/wiki/Category:Brezovský,_Marek	False
Konrad Wölki	1904	1983.0	German			https://en.wikipedia.org/wiki/Konrad_W%C3%B6lki	1284.0	https://imslp.org/wiki/Category:Wölki,_Konrad	False
Sándor Jemnitz	1890	1963.0	Hungarian			https://en.wikipedia.org/wiki/S%C3%A1ndor_Jemnitz	1282.0	https://imslp.org/wiki/Category:Jemnitz,_Sándor	True
László Vidovszky	1944		Hungarian			https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Vidovszky	1280.0	https://imslp.org/wiki/Category:Vidovszky,_László	False
Antonio Braga	1929	2009.0	Italian			https://en.wikipedia.org/wiki/Antonio_Braga	1279.0	https://imslp.org/wiki/Category:Braga,_Antonio	False
Frederick A. Fox	1931	2011.0	American			https://en.wikipedia.org/wiki/Frederick_A._Fox	1277.0	https://imslp.org/wiki/Category:Fox,_Frederick_A.	False
Gilius van Bergeijk	1946		Dutch			https://en.wikipedia.org/wiki/Gilius_van_Bergeijk	1274.0	https://imslp.org/wiki/Category:Bergeijk,_Gilius_van	False
Makiko Kinoshita	1956		Japanese			https://en.wikipedia.org/wiki/Makiko_Kinoshita	1273.0	https://imslp.org/wiki/Category:Kinoshita,_Makiko	False
Sabin Drăgoi	1894	1968.0	Romanian	Piano Concerto		https://en.wikipedia.org/wiki/Sabin_Dr%C4%83goi	1273.0	https://imslp.org/wiki/Category:Drăgoi,_Sabin	False
Robert Boury	1946		American			https://en.wikipedia.org/wiki/Robert_Boury	1272.0	https://imslp.org/wiki/Category:Boury,_Robert	False
Kan Ishii	1921	2009.0	Japanese			https://en.wikipedia.org/wiki/Kan_Ishii	1271.0	https://imslp.org/wiki/Category:Ishii,_Kan	False
Rodolfo Acosta	1970		Colombian			https://en.wikipedia.org/wiki/Rodolfo_Acosta_(composer)	1270.0	https://imslp.org/wiki/Category:Acosta,_Rodolfo	False
Boudewijn Buckinx	1945		Belgian			https://en.wikipedia.org/wiki/Boudewijn_Buckinx	1270.0	https://imslp.org/wiki/Category:Buckinx,_Boudewijn	False
Walter Buczynski	1933		Canadian			https://en.wikipedia.org/wiki/Walter_Buczynski	1269.0	https://imslp.org/wiki/Category:Buczynski,_Walter	False
Clarisse Leite	1917	2003.0	Brazilian			https://en.wikipedia.org/wiki/Clarisse_Leite	1269.0	https://imslp.org/wiki/Category:Leite,_Clarisse	False
Berta Alves de Sousa	1906	1997.0	Portuguese			https://en.wikipedia.org/wiki/Berta_Alves_de_Sousa	1269.0	https://imslp.org/wiki/Category:Sousa,_Berta_Alves_de	False
Sembiin Gonchigsumlaa	1915	1991.0	Mongolian			https://en.wikipedia.org/wiki/Sembiin_Gonchigsumlaa	1268.0	https://imslp.org/wiki/Category:Gonchigsumlaa,_Sembiin	False
Carlton Cooley	1898	1981.0	American			https://en.wikipedia.org/wiki/Carlton_Cooley	1268.0	https://imslp.org/wiki/Category:Cooley,_Carlton	True
Leif Thybo	1922	2001.0	Danish			https://en.wikipedia.org/wiki/Leif_Thybo	1268.0	https://imslp.org/wiki/Category:Thybo,_Leif	False
Ludmila Frajt	1919	1999.0	Serbian			https://en.wikipedia.org/wiki/Ludmila_Frajt	1267.0	https://imslp.org/wiki/Category:Frajt,_Ludmila	False
Tomislav Zografski	1934	2000.0	Macedonian	Passacalia;Skherzo; Sonata for Two Pianos;In praise of Ciryl and Methodius		https://en.wikipedia.org/wiki/Tomislav_Zografski	1265.0	https://imslp.org/wiki/Category:Zografski,_Tomislav	False
Vic Legley	1915	1994.0	Belgian			https://en.wikipedia.org/wiki/Vic_Legley	1264.0	https://imslp.org/wiki/Category:Legley,_Vic	False
Sim Gokkes	1897	1943.0	Dutch		Modernist	https://en.wikipedia.org/wiki/Sim_Gokkes	1262.0	https://imslp.org/wiki/Category:Gokkes,_Sim	False
Laura Sedgwick Collins	1859	1927.0	American			https://en.wikipedia.org/wiki/Laura_Sedgwick_Collins	1262.0	https://imslp.org/wiki/Category:Collins,_Laura_Sedgwick	False
Albert Seitz	1872	1937.0	French			https://en.wikipedia.org/wiki/Albert_Seitz	1262.0	https://imslp.org/wiki/Category:Seitz,_Albert	True
Augusto Brandt	1892	1942.0	Venezuelan			https://en.wikipedia.org/wiki/Augusto_Brandt	1261.0	https://imslp.org/wiki/Category:Brandt,_Augusto	False
John Burke	1951	2020.0	Canadian			https://en.wikipedia.org/wiki/John_Burke_(composer)	1261.0	https://imslp.org/wiki/Category:Burke,_John	False
Tomomi Adachi	1972		Japanese			https://en.wikipedia.org/wiki/Tomomi_Adachi	1261.0	https://imslp.org/wiki/Category:Adachi,_Tomomi	False
Pierre Mariétan	1935	2003.0	Swiss			https://en.wikipedia.org/wiki/Pierre_Mari%C3%A9tan	1260.0	https://imslp.org/wiki/Category:Mariétan,_Pierre	False
Patrick Nunn	1969		British			https://en.wikipedia.org/wiki/Patrick_Nunn	1258.0	https://imslp.org/wiki/Category:Nunn,_Patrick	False
Erich Itor Kahn	1905	1956.0	German			https://en.wikipedia.org/wiki/Erich_Itor_Kahn	1258.0	https://imslp.org/wiki/Category:Kahn,_Erich_Itor	False
Richard Kastle	1958		American		Neoclassical	https://en.wikipedia.org/wiki/Richard_Kastle	1257.0	https://imslp.org/wiki/Category:Kastle,_Richard	False
Maurice Journeau	1898	1999.0	French			https://en.wikipedia.org/wiki/Maurice_Journeau	1257.0	https://imslp.org/wiki/Category:Journeau,_Maurice	False
Jan Kunc	1883	1976.0	Czech			https://en.wikipedia.org/wiki/Jan_Kunc	1255.0	https://imslp.org/wiki/Category:Kunc,_Jan	False
Vladimír Sommer	1921	1997.0	Czech			https://en.wikipedia.org/wiki/Vladim%C3%ADr_Sommer	1253.0	https://imslp.org/wiki/Category:Sommer,_Vladimír	False
Henry Eichheim	1870	1942.0	American			https://en.wikipedia.org/wiki/Henry_Eichheim	1252.0	https://imslp.org/wiki/Category:Eichheim,_Henry	True
Benjamin Dwight Allen	1831	1914.0	German			https://en.wikipedia.org/wiki/Benjamin_Dwight_Allen	1252.0	https://imslp.org/wiki/Category:Allen,_Benjamin_Dwight	True
Rezső Sugár	1919	1988.0	Hungarian			https://en.wikipedia.org/wiki/Rezs%C5%91_Sug%C3%A1r	1251.0	https://imslp.org/wiki/Category:Sugár,_Rezső	False
Robert Beadell	1925	1994.0	American	The Number of Fools(opera)	jazz-influenced	https://en.wikipedia.org/wiki/Robert_Beadell	1250.0	https://imslp.org/wiki/Category:Beadell,_Robert	False
Graciela Castillo	1940		Argentine		electroacoustic	https://en.wikipedia.org/wiki/Graciela_Castillo	1247.0	https://imslp.org/wiki/Category:Castillo,_Graciela	False
Amy Elsie Horrocks	1867	1920.0	English			https://en.wikipedia.org/wiki/Amy_Elsie_Horrocks	1245.0	https://imslp.org/wiki/Category:Horrocks,_Amy_Elsie	True
Zhanneta Metallidi	1934	2019.0	Russian			https://en.wikipedia.org/wiki/Zhanneta_Metallidi	1245.0	https://imslp.org/wiki/Category:Metallidi,_Zhanneta	False
Bolesław Szabelski	1896	1979.0	Polish			https://en.wikipedia.org/wiki/Boles%C5%82aw_Szabelski	1244.0	https://imslp.org/wiki/Category:Szabelski,_Bolesław	False
Giulio Bas	1874	1929.0	Italian	Organ Sonata in F,XVI Preludi-Coralifor organ		https://en.wikipedia.org/wiki/Giulio_Bas	1243.0	https://imslp.org/wiki/Category:Bas,_Giulio	True
Catharina van Rennes	1858	1940.0	Dutch			https://en.wikipedia.org/wiki/Catharina_van_Rennes	1242.0	https://imslp.org/wiki/Category:Rennes,_Catharina_van	False
Marta Canales	1893	1986.0	Chilean			https://en.wikipedia.org/wiki/Marta_Canales	1241.0	https://imslp.org/wiki/Category:Canales,_Marta	False
Václav Kašlík	1917	1989.0	Czech			https://en.wikipedia.org/wiki/V%C3%A1clav_Ka%C5%A1l%C3%ADk	1241.0	https://imslp.org/wiki/Category:Kašlík,_Václav	False
Ruth Bakke	1947		Norwegian			https://en.wikipedia.org/wiki/Ruth_Bakke	1236.0	https://imslp.org/wiki/Category:Bakke,_Ruth	False
David Cornwall	1937	2006.0	American			https://en.wikipedia.org/wiki/David_Cornwall	1236.0	https://imslp.org/wiki/Category:Cornwall,_David	False
Jiří Bárta	1935	2012.0	Czech	Concerto for Orchestra		https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_B%C3%A1rta	1235.0	https://imslp.org/wiki/Category:Bárta,_Jiří	False
Johann Baptist Singenberger	1848	1924.0	Swiss-American		historicist	https://en.wikipedia.org/wiki/Johann_Baptist_Singenberger	1235.0	https://imslp.org/wiki/Category:Singenberger,_Johann_Baptist	True
Peder Gram	1881	1956.0	Danish			https://en.wikipedia.org/wiki/Peder_Gram	1234.0	https://imslp.org/wiki/Category:Gram,_Peder	True
John Ferritto	1937	2010.0	American			https://en.wikipedia.org/wiki/John_Ferritto	1233.0	https://imslp.org/wiki/Category:Ferritto,_John	False
Zdenka Ticharich	1900	1979.0	Hungarian			https://en.wikipedia.org/wiki/Zdenka_Ticharich	1233.0	https://imslp.org/wiki/Category:Ticharich,_Zdenka	False
Monic Cecconi-Botella	1936		French			https://en.wikipedia.org/wiki/Monic_Cecconi-Botella	1231.0	https://imslp.org/wiki/Category:Cecconi-Botella,_Monic	False
Václav Suk	1861	1933.0	Czech-born Russian			https://en.wikipedia.org/wiki/V%C3%A1clav_Suk	1230.0	https://imslp.org/wiki/Category:Suk,_Václav	True
Armando José Fernandes	1906	1983.0	Portuguese		neoclassical	https://en.wikipedia.org/wiki/Armando_Jos%C3%A9_Fernandes	1228.0	https://imslp.org/wiki/Category:Fernandes,_Armando_José	False
Bruce MacCombie	1943	2012.0	American			https://en.wikipedia.org/wiki/Bruce_MacCombie	1227.0	https://imslp.org/wiki/Category:MacCombie,_Bruce	False
Maia Ciobanu	1952		Romanian			https://en.wikipedia.org/wiki/Maia_Ciobanu	1227.0	https://imslp.org/wiki/Category:Ciobanu,_Maia	False
Alojz Geržinič	1915	2008.0	Slovenian			https://en.wikipedia.org/wiki/Alojz_Ger%C5%BEini%C4%8D	1227.0	https://imslp.org/wiki/Category:Geržinič,_Alojz	False
J. Ryan Garber	1973		American	Parabolisms;Resonances		https://en.wikipedia.org/wiki/J._Ryan_Garber	1224.0	https://imslp.org/wiki/Category:Garber,_J._Ryan	False
Yuji Takahashi	1938		Japanese			https://en.wikipedia.org/wiki/Yuji_Takahashi	1224.0	https://imslp.org/wiki/Category:Takahashi,_Yuji	False
Hiroyuki Yamamoto	1967		Japanese			https://en.wikipedia.org/wiki/Hiroyuki_Yamamoto_(composer)	1221.0	https://imslp.org/wiki/Category:Yamamoto,_Hiroyuki	False
Mary Elizabeth Turner Salter	1856	1938.0	American			https://en.wikipedia.org/wiki/Mary_Elizabeth_Turner_Salter	1221.0	https://imslp.org/wiki/Category:Salter,_Mary_Elizabeth_Turner	False
Brian Brockless	1926	1995.0	English			https://en.wikipedia.org/wiki/Brian_Brockless	1219.0	https://imslp.org/wiki/Category:Brockless,_Brian	False
Ebbe Hamerik	1898	1951.0	Danish			https://en.wikipedia.org/wiki/Ebbe_Hamerik	1217.0	https://imslp.org/wiki/Category:Hamerik,_Ebbe	False
Elizabeth R. Austin	1938		American			https://en.wikipedia.org/wiki/Elizabeth_R._Austin	1214.0	https://imslp.org/wiki/Category:Austin,_Elizabeth_R.	False
Finn Høffding	1899	1997.0	Danish			https://en.wikipedia.org/wiki/Finn_H%C3%B8ffding	1214.0	https://imslp.org/wiki/Category:Høffding,_Finn	False
Xin Huguang	1933	2011.0	Chinese	Gada Meilin		https://en.wikipedia.org/wiki/Xin_Huguang	1214.0	https://imslp.org/wiki/Category:Huguang,_Xin	False
Gitta Steiner	1932	1990.0	American			https://en.wikipedia.org/wiki/Gitta_Steiner	1214.0	https://imslp.org/wiki/Category:Steiner,_Gitta	False
John Hawkins	1944	2007.0	Canadian			https://en.wikipedia.org/wiki/John_Hawkins_(Canadian_composer)	1213.0	https://imslp.org/wiki/Category:Hawkins,_John	True
John Vallier	1920	1991.0	English			https://en.wikipedia.org/wiki/John_Vallier	1213.0	https://imslp.org/wiki/Category:Vallier,_John	False
Dorothy Hindman	1966		American	drowningXnumbers,Magic City for orchestra		https://en.wikipedia.org/wiki/Dorothy_Hindman	1212.0	https://imslp.org/wiki/Category:Hindman,_Dorothy	False
Sophie Viney	1974		English	Music of the Spheres		https://en.wikipedia.org/wiki/Sophie_Viney	1212.0	https://imslp.org/wiki/Category:Viney,_Sophie	False
Giuseppe Silvestri	1841	1921.0	Italian			https://en.wikipedia.org/wiki/Giuseppe_Silvestri	1211.0	https://imslp.org/wiki/Category:Silvestri,_Giuseppe	True
María Escribano	1954	2002.0	Spanish			https://en.wikipedia.org/wiki/Mar%C3%ADa_Escribano	1211.0	https://imslp.org/wiki/Category:Escribano,_María	False
Inger Wikström	1939		Swedish			https://en.wikipedia.org/wiki/Inger_Wikstr%C3%B6m	1210.0	https://imslp.org/wiki/Category:Wikström,_Inger	False
James Willey	1939		American			https://en.wikipedia.org/wiki/James_Willey	1209.0	https://imslp.org/wiki/Category:Willey,_James	False
Ladislav Kubík	1946	2017.0	Czech-American			https://en.wikipedia.org/wiki/Ladislav_Kub%C3%ADk	1209.0	https://imslp.org/wiki/Category:Kubík,_Ladislav	False
Nailia Galiamova	1961		Uzbekistani			https://en.wikipedia.org/wiki/Nailia_Galiamova	1208.0	https://imslp.org/wiki/Category:Galiamova,_Nailia	False
Pieter van der Staak	1930	2007.0	Dutch			https://en.wikipedia.org/wiki/Pieter_van_der_Staak	1208.0	https://imslp.org/wiki/Category:Staak,_Pieter_van_der	False
George Stephănescu	1843	1925.0	Romanian			https://en.wikipedia.org/wiki/George_Steph%C4%83nescu	1207.0	https://imslp.org/wiki/Category:Stephănescu,_George	False
Ernestina Lecuona y Casado	1882	1951.0	Cuban	Bolero		https://en.wikipedia.org/wiki/Ernestina_Lecuona_y_Casado	1207.0	https://imslp.org/wiki/Category:Casado,_Ernestina_Lecuona_y	False
Jan Tausinger	1921	1980.0	Czech			https://en.wikipedia.org/wiki/Jan_Tausinger	1205.0	https://imslp.org/wiki/Category:Tausinger,_Jan	False
Carl Ehrenberg	1878	1962.0	German	Anneliese(opera)	post-romanticism	https://en.wikipedia.org/wiki/Carl_Ehrenberg	1205.0	https://imslp.org/wiki/Category:Ehrenberg,_Carl	True
Caspar Joseph Brambach	1833	1902.0	German			https://en.wikipedia.org/wiki/Caspar_Joseph_Brambach	1203.0	https://imslp.org/wiki/Category:Brambach,_Caspar_Joseph	False
Bedřich Antonín Wiedermann	1883	1951.0	Czech			https://en.wikipedia.org/wiki/Bed%C5%99ich_Anton%C3%ADn_Wiedermann	1202.0	https://imslp.org/wiki/Category:Wiedermann,_Bedřich_Antonín	True
Sigurd Islandsmoen	1881	1964.0	Norwegian			https://en.wikipedia.org/wiki/Sigurd_Islandsmoen	1197.0	https://imslp.org/wiki/Category:Islandsmoen,_Sigurd	False
Gloria Wilson Swisher	1935		American			https://en.wikipedia.org/wiki/Gloria_Wilson_Swisher	1195.0	https://imslp.org/wiki/Category:Swisher,_Gloria_Wilson	False
Ethel Glenn Hier	1889	1971.0	American			https://en.wikipedia.org/wiki/Ethel_Glenn_Hier	1193.0	https://imslp.org/wiki/Category:Hier,_Ethel_Glenn	True
André Almuró	1927	2009.0	French			https://en.wikipedia.org/wiki/Andr%C3%A9_Almur%C3%B3	1193.0	https://imslp.org/wiki/Category:Almuró,_André	False
Natela Svanidze	1926	2017.0	Georgian			https://en.wikipedia.org/wiki/Natela_Svanidze	1192.0	https://imslp.org/wiki/Category:Svanidze,_Natela	False
Eunice Katunda	1915	1991.0	Brazilian			https://en.wikipedia.org/wiki/Eunice_Katunda	1190.0	https://imslp.org/wiki/Category:Katunda,_Eunice	False
