Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Harrison Oxley	1933	2009.0	British			https://en.wikipedia.org/wiki/Harrison_Oxley	1507.0	https://imslp.org/wiki/Category:Oxley,_Harrison	False
Caroline Ansink	1959		Dutch			https://en.wikipedia.org/wiki/Caroline_Ansink	1507.0	https://imslp.org/wiki/Category:Ansink,_Caroline	False
Nihad Hrustanbegovic	1973		Bosnian-Dutch	Stork suite;Sevdah Medieval Rhapsody	minimalism; also a composer of film music, and an improviser	https://en.wikipedia.org/wiki/Nihad_Hrustanbegovic	1506.0	https://imslp.org/wiki/Category:Hrustanbegovic,_Nihad	False
Denise Tolkowsky	1918	1991.0	English			https://en.wikipedia.org/wiki/Denise_Tolkowsky	1504.0	https://imslp.org/wiki/Category:Tolkowsky,_Denise	False
W. H. Jude	1851	1922.0	English			https://en.wikipedia.org/wiki/W._H._Jude	1502.0	https://imslp.org/wiki/Category:Jude,_W._H.	False
Jay Reise	1950		American			https://en.wikipedia.org/wiki/Jay_Reise	1502.0	https://imslp.org/wiki/Category:Reise,_Jay	False
Charles Jones	1910	1997.0	Canadian			https://en.wikipedia.org/wiki/Charles_Jones_(composer)	1500.0	https://imslp.org/wiki/Category:Jones,_Charles	False
Caradog Roberts	1878	1935.0	Welsh			https://en.wikipedia.org/wiki/Caradog_Roberts	1500.0	https://imslp.org/wiki/Category:Roberts,_Caradog	False
Daniel Felsenfeld	1970		American	Insomnia Redux		https://en.wikipedia.org/wiki/Daniel_Felsenfeld	1496.0	https://imslp.org/wiki/Category:Felsenfeld,_Daniel	False
Emil Bohnke	1888	1928.0	German			https://en.wikipedia.org/wiki/Emil_Bohnke	1496.0	https://imslp.org/wiki/Category:Bohnke,_Emil	True
Mary Ellen Childs	1957		American			https://en.wikipedia.org/wiki/Mary_Ellen_Childs	1496.0	https://imslp.org/wiki/Category:Childs,_Mary_Ellen	False
Jonas Švedas	1908	1971.0	Lithuanian			https://en.wikipedia.org/wiki/Jonas_%C5%A0vedas	1495.0	https://imslp.org/wiki/Category:Švedas,_Jonas	False
Sergei Agababov	1926	1959.0	Russian			https://en.wikipedia.org/wiki/Sergei_Agababov	1494.0	https://imslp.org/wiki/Category:Agababov,_Sergei	False
Hope Temple	1859	1938.0	Irish			https://en.wikipedia.org/wiki/Hope_Temple	1494.0	https://imslp.org/wiki/Category:Temple,_Hope	True
Joséphine Boulay	1869	1925.0	French			https://en.wikipedia.org/wiki/Jos%C3%A9phine_Boulay	1491.0	https://imslp.org/wiki/Category:Boulay,_Joséphine	True
Kunihiko Hashimoto	1904	1949.0	Japanese			https://en.wikipedia.org/wiki/Kunihiko_Hashimoto	1490.0	https://imslp.org/wiki/Category:Hashimoto,_Kunihiko	True
Ciarán Farrell	1969		Irish			https://en.wikipedia.org/wiki/Ciar%C3%A1n_Farrell	1488.0	https://imslp.org/wiki/Category:Farrell,_Ciarán	False
Matilde Capuis	1913	2017.0	Italian			https://en.wikipedia.org/wiki/Matilde_Capuis	1485.0	https://imslp.org/wiki/Category:Capuis,_Matilde	False
Christopher Headington	1930	1996.0	British			https://en.wikipedia.org/wiki/Christopher_Headington	1483.0	https://imslp.org/wiki/Category:Headington,_Christopher	False
Solange Ancona	1943		French			https://en.wikipedia.org/wiki/Solange_Ancona	1480.0	https://imslp.org/wiki/Category:Ancona,_Solange	False
Vitaly Bujanovsky	1928	1993.0	Russian			https://en.wikipedia.org/wiki/Vitaly_Bujanovsky	1480.0	https://imslp.org/wiki/Category:Bujanovsky,_Vitaly	False
Lucien Martin	1908	1950.0	Canadian			https://en.wikipedia.org/wiki/Lucien_Martin	1480.0	https://imslp.org/wiki/Category:Martin,_Lucien	False
Daniel Sternefeld	1905	1986.0	Belgian			https://en.wikipedia.org/wiki/Daniel_Sternefeld	1480.0	https://imslp.org/wiki/Category:Sternefeld,_Daniel	False
Edmund Nick	1891	1974.0	German			https://en.wikipedia.org/wiki/Edmund_Nick	1479.0	https://imslp.org/wiki/Category:Nick,_Edmund	False
André Laporte	1931		Belgian	Das Schloss	eclectic	https://en.wikipedia.org/wiki/Andr%C3%A9_Laporte	1478.0	https://imslp.org/wiki/Category:Laporte,_André	False
Franz Salmhofer	1900	1975.0	Austrian	Lieder: Heiteres Herbarium	Late romantic / progressive	https://en.wikipedia.org/wiki/Franz_Salmhofer	1475.0	https://imslp.org/wiki/Category:Salmhofer,_Franz	True
Teresa Rampazzi	1914	2001.0	Italian			https://en.wikipedia.org/wiki/Teresa_Rampazzi	1474.0	https://imslp.org/wiki/Category:Rampazzi,_Teresa	False
Zsolt Gárdonyi	1946		Hungarian German	Magnificat,Mozart Changes(organ)		https://en.wikipedia.org/wiki/Zsolt_G%C3%A1rdonyi	1474.0	https://imslp.org/wiki/Category:Gárdonyi,_Zsolt	False
Václav Kaprál	1889	1947.0	Czech			https://en.wikipedia.org/wiki/V%C3%A1clav_Kapr%C3%A1l	1474.0	https://imslp.org/wiki/Category:Kaprál,_Václav	True
Emil Ábrányi	1882	1970.0	Hungarian			https://en.wikipedia.org/wiki/Emil_%C3%81br%C3%A1nyi	1472.0	https://imslp.org/wiki/Category:Ábrányi,_Emil	False
Andrea Cera	1969		Italian		Electroacoustic	https://en.wikipedia.org/wiki/Andrea_Cera	1471.0	https://imslp.org/wiki/Category:Cera,_Andrea	False
Marguerite Béclard d'Harcourt	1884	1964.0	French			https://en.wikipedia.org/wiki/Marguerite_B%C3%A9clard_d%27Harcourt	1470.0	https://imslp.org/wiki/Category:d'Harcourt,_Marguerite_Béclard	False
Karl Clausen	1904	1972.0	Danish			https://en.wikipedia.org/wiki/Karl_Clausen	1468.0	https://imslp.org/wiki/Category:Clausen,_Karl	False
Leon Milo	1956	2014.0	American	TimeTexturefor piano and electronics	electroacoustic music	https://en.wikipedia.org/wiki/Leon_Milo	1468.0	https://imslp.org/wiki/Category:Milo,_Leon	False
Narcisa Freixas	1859	1926.0	Spanish			https://en.wikipedia.org/wiki/Narcisa_Freixas	1468.0	https://imslp.org/wiki/Category:Freixas,_Narcisa	False
Yasuji Kiyose	1900	1981.0	Japanese			https://en.wikipedia.org/wiki/Yasuji_Kiyose	1467.0	https://imslp.org/wiki/Category:Kiyose,_Yasuji	False
Miguel Ángel Coria	1937	2016.0	Spanish			https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Coria	1465.0	https://imslp.org/wiki/Category:Coria,_Miguel_Ángel	False
Jay Sydeman	1928	2021.0	American			https://en.wikipedia.org/wiki/Jay_Sydeman	1465.0	https://imslp.org/wiki/Category:Sydeman,_Jay	False
Henri Challan	1910	1977.0	French			https://en.wikipedia.org/wiki/Henri_Challan	1462.0	https://imslp.org/wiki/Category:Challan,_Henri	False
Theodor Blumer	1881	1964.0	German			https://en.wikipedia.org/wiki/Theodor_Blumer	1461.0	https://imslp.org/wiki/Category:Blumer,_Theodor	False
Joseph Friedrich Hummel	1841	1919.0	Austrian			https://en.wikipedia.org/wiki/Joseph_Friedrich_Hummel	1461.0	https://imslp.org/wiki/Category:Hummel,_Joseph_Friedrich	True
William H. Potstock	1872	1941.0	American			https://en.wikipedia.org/wiki/William_H._Potstock	1461.0	https://imslp.org/wiki/Category:Potstock,_William_H.	False
Jenő Huszka	1875	1960.0	Hungarian			https://en.wikipedia.org/wiki/Jen%C5%91_Huszka	1460.0	https://imslp.org/wiki/Category:Huszka,_Jenő	False
Giuseppe Branzoli	1835	1909.0	Italian			https://en.wikipedia.org/wiki/Giuseppe_Branzoli	1458.0	https://imslp.org/wiki/Category:Branzoli,_Giuseppe	True
John Melby	1941		American			https://en.wikipedia.org/wiki/John_Melby	1458.0	https://imslp.org/wiki/Category:Melby,_John	False
Vilém Petrželka	1889	1969.0	Czech			https://en.wikipedia.org/wiki/Vil%C3%A9m_Petr%C5%BEelka	1453.0	https://imslp.org/wiki/Category:Petrželka,_Vilém	True
Normand Lockwood	1906	2002.0	American			https://en.wikipedia.org/wiki/Normand_Lockwood	1452.0	https://imslp.org/wiki/Category:Lockwood,_Normand	False
Albert Mallinson	1878	1946.0	British			https://en.wikipedia.org/wiki/Albert_Mallinson	1450.0	https://imslp.org/wiki/Category:Mallinson,_Albert	True
Carmela Mackenna	1879	1962.0	Chilean			https://en.wikipedia.org/wiki/Carmela_Mackenna	1449.0	https://imslp.org/wiki/Category:Mackenna,_Carmela	False
Maria Dolores Malumbres	1931	2019.0	Spanish			https://en.wikipedia.org/wiki/Maria_Dolores_Malumbres	1449.0	https://imslp.org/wiki/Category:Malumbres,_Maria_Dolores	False
Jaroslav Řídký	1897	1956.0	Czech			https://en.wikipedia.org/wiki/Jaroslav_%C5%98%C3%ADdk%C3%BD	1448.0	https://imslp.org/wiki/Category:Řídký,_Jaroslav	False
Constança Capdeville	1937	1992.0	Portuguese			https://en.wikipedia.org/wiki/Constan%C3%A7a_Capdeville	1447.0	https://imslp.org/wiki/Category:Capdeville,_Constança	False
Isabel Aretz	1909	2005.0	Argentine-Venezuelan			https://en.wikipedia.org/wiki/Isabel_Aretz	1445.0	https://imslp.org/wiki/Category:Aretz,_Isabel	False
Mustafa Krantja	1921	2002.0	Albanian			https://en.wikipedia.org/wiki/Mustafa_Krantja	1441.0	https://imslp.org/wiki/Category:Krantja,_Mustafa	False
Dieter Acker	1940	2006.0	German			https://en.wikipedia.org/wiki/Dieter_Acker	1440.0	https://imslp.org/wiki/Category:Acker,_Dieter	False
John Worley	1919	1999.0	American			https://en.wikipedia.org/wiki/John_Worley	1439.0	https://imslp.org/wiki/Category:Worley,_John	False
Warren Martin	1916	1982.0	American			https://en.wikipedia.org/wiki/Warren_Martin	1438.0	https://imslp.org/wiki/Category:Martin,_Warren	True
Adolphe Biarent	1871	1916.0	Belgian			https://en.wikipedia.org/wiki/Adolphe_Biarent	1437.0	https://imslp.org/wiki/Category:Biarent,_Adolphe	False
Werner Kaegi	1926		Swiss		electronic music	https://en.wikipedia.org/wiki/Werner_Kaegi_(composer)	1436.0	https://imslp.org/wiki/Category:Kaegi,_Werner	False
Otto Winter-Hjelm	1837	1931.0	Norwegian			https://en.wikipedia.org/wiki/Otto_Winter-Hjelm	1435.0	https://imslp.org/wiki/Category:Winter-Hjelm,_Otto	True
Gerd Kühr	1952		German	operasStallerhof,Tod und Teufel		https://en.wikipedia.org/wiki/Gerd_K%C3%BChr	1434.0	https://imslp.org/wiki/Category:Kühr,_Gerd	False
Qu Xiao-Song	1952		Chinese			https://en.wikipedia.org/wiki/Qu_Xiao-Song	1432.0	https://imslp.org/wiki/Category:Xiao-Song,_Qu	False
Tatyana Sergeyeva	1952		Russian			https://en.wikipedia.org/wiki/Tatyana_Sergeyeva	1432.0	https://imslp.org/wiki/Category:Sergeyeva,_Tatyana	False
Juozas Gruodis	1884	1948.0	Lithuanian			https://en.wikipedia.org/wiki/Juozas_Gruodis	1431.0	https://imslp.org/wiki/Category:Gruodis,_Juozas	True
Rhoda Coghill	1903	2000.0	Irish			https://en.wikipedia.org/wiki/Rhoda_Coghill	1430.0	https://imslp.org/wiki/Category:Coghill,_Rhoda	False
Axel Gade	1860	1921.0	Danish			https://en.wikipedia.org/wiki/Axel_Gade	1429.0	https://imslp.org/wiki/Category:Gade,_Axel	True
John Lessard	1920	2003.0	American			https://en.wikipedia.org/wiki/John_Lessard	1429.0	https://imslp.org/wiki/Category:Lessard,_John	False
Gabrielle Ferrari	1851	1921.0	French-Italian			https://en.wikipedia.org/wiki/Gabrielle_Ferrari	1428.0	https://imslp.org/wiki/Category:Ferrari,_Gabrielle	True
Sirvart Kalpakyan Karamanuk	1912	2008.0	Armenian			https://en.wikipedia.org/wiki/Sirvart_Kalpakyan_Karamanuk	1427.0	https://imslp.org/wiki/Category:Karamanuk,_Sirvart_Kalpakyan	False
Robert Ian Winstin	1959	2010.0	American			https://en.wikipedia.org/wiki/Robert_Ian_Winstin	1424.0	https://imslp.org/wiki/Category:Winstin,_Robert_Ian	False
Friedrich Schröder	1910	1972.0	German		light music	https://en.wikipedia.org/wiki/Friedrich_Schr%C3%B6der	1424.0	https://imslp.org/wiki/Category:Schröder,_Friedrich	False
Charles Roland Berry	1957		American			https://en.wikipedia.org/wiki/Charles_Roland_Berry	1424.0	https://imslp.org/wiki/Category:Berry,_Charles_Roland	False
David Vaughan Thomas	1873	1934.0	Welsh			https://en.wikipedia.org/wiki/David_Vaughan_Thomas	1424.0	https://imslp.org/wiki/Category:Thomas,_David_Vaughan	False
Khayyam Mirzazade	1935	2018.0	Azerbaijani			https://en.wikipedia.org/wiki/Khayyam_Mirzazade	1422.0	https://imslp.org/wiki/Category:Mirzazade,_Khayyam	True
Amos Elkana	1967		Israeli			https://en.wikipedia.org/wiki/Amos_Elkana	1421.0	https://imslp.org/wiki/Category:Elkana,_Amos	False
Laurence Traiger	1956		American			https://en.wikipedia.org/wiki/Laurence_Traiger	1420.0	https://imslp.org/wiki/Category:Traiger,_Laurence	False
Chen Peixun	1922	2007.0	Chinese			https://en.wikipedia.org/wiki/Chen_Peixun	1419.0	https://imslp.org/wiki/Category:Peixun,_Chen	False
Alberto Jonás	1868	1943.0	Spanish			https://en.wikipedia.org/wiki/Alberto_Jon%C3%A1s	1419.0	https://imslp.org/wiki/Category:Jonás,_Alberto	True
Julie Rivé-King	1854	1937.0	American			https://en.wikipedia.org/wiki/Julie_Riv%C3%A9-King	1417.0	https://imslp.org/wiki/Category:Rivé-King,_Julie	True
Laci Boldemann	1921	1969.0	Swedish			https://en.wikipedia.org/wiki/Laci_Boldemann	1416.0	https://imslp.org/wiki/Category:Boldemann,_Laci	False
Witold Szalonek	1927	2001.0	Polish			https://en.wikipedia.org/wiki/Witold_Szalonek	1413.0	https://imslp.org/wiki/Category:Szalonek,_Witold	False
Martin Scherber	1907	1974.0	German			https://en.wikipedia.org/wiki/Martin_Scherber	1413.0	https://imslp.org/wiki/Category:Scherber,_Martin	False
Hermann Bischoff	1868	1936.0	German			https://en.wikipedia.org/wiki/Hermann_Bischoff	1411.0	https://imslp.org/wiki/Category:Bischoff,_Hermann	True
Adel Kamel	1942	2003.0	Egyptian			https://en.wikipedia.org/wiki/Adel_Kamel	1410.0	https://imslp.org/wiki/Category:Kamel,_Adel	False
Augustin Barié	1883	1915.0	French			https://en.wikipedia.org/wiki/Augustin_Bari%C3%A9	1409.0	https://imslp.org/wiki/Category:Barié,_Augustin	True
Aleksey Zhivotov	1904	1964.0	Russian			https://en.wikipedia.org/wiki/Aleksey_Zhivotov	1407.0	https://imslp.org/wiki/Category:Zhivotov,_Aleksey	False
Bern Herbolsheimer	1948	2016.0	American	Aria da capo(opera)		https://en.wikipedia.org/wiki/Bern_Herbolsheimer	1406.0	https://imslp.org/wiki/Category:Herbolsheimer,_Bern	False
Emiliana de Zubeldia	1888	1987.0	Spanish			https://en.wikipedia.org/wiki/Emiliana_de_Zubeldia	1405.0	https://imslp.org/wiki/Category:Zubeldia,_Emiliana_de	False
Sergei Aslamazyan	1897	1978.0	Armenian			https://en.wikipedia.org/wiki/Sergei_Aslamazyan	1404.0	https://imslp.org/wiki/Category:Aslamazyan,_Sergei	False
Petar Stojanović	1877	1957.0	Serbian			https://en.wikipedia.org/wiki/Petar_Stojanovi%C4%87_(composer)	1403.0	https://imslp.org/wiki/Category:Stojanović,_Petar	True
Stasys Šimkus	1887	1943.0	Lithuanian			https://en.wikipedia.org/wiki/Stasys_%C5%A0imkus	1403.0	https://imslp.org/wiki/Category:Šimkus,_Stasys	True
Stéphane Delplace	1953		French			https://en.wikipedia.org/wiki/St%C3%A9phane_Delplace	1403.0	https://imslp.org/wiki/Category:Delplace,_Stéphane	False
Lino Liviabella	1902	1964.0	Italian			https://en.wikipedia.org/wiki/Lino_Liviabella	1403.0	https://imslp.org/wiki/Category:Liviabella,_Lino	False
Stanley Hollingsworth	1924	2003.0	American			https://en.wikipedia.org/wiki/Stanley_Hollingsworth	1401.0	https://imslp.org/wiki/Category:Hollingsworth,_Stanley	False
Eda Rapoport	1890	1968.0	American			https://en.wikipedia.org/wiki/Eda_Rapoport	1400.0	https://imslp.org/wiki/Category:Rapoport,_Eda	False
Ion Nonna Otescu	1888	1940.0	Romanian			https://en.wikipedia.org/wiki/Ion_Nonna_Otescu	1400.0	https://imslp.org/wiki/Category:Otescu,_Ion_Nonna	False
Judith Clingan	1945		Australian			https://en.wikipedia.org/wiki/Judith_Clingan	1399.0	https://imslp.org/wiki/Category:Clingan,_Judith	False
Bernd Redmann	1965		German	operaDie Gehetzten, orchestraFiasko, chamberMigrant		https://en.wikipedia.org/wiki/Bernd_Redmann	1399.0	https://imslp.org/wiki/Category:Redmann,_Bernd	False
Lucien Goethals	1931	2006.0	Belgian		serialism, electronic music	https://en.wikipedia.org/wiki/Lucien_Goethals	1397.0	https://imslp.org/wiki/Category:Goethals,_Lucien	False
Priti Paintal	1960		Indian			https://en.wikipedia.org/wiki/Priti_Paintal	1395.0	https://imslp.org/wiki/Category:Paintal,_Priti	False
Ernst Perabo	1845	1920.0	German-born American			https://en.wikipedia.org/wiki/Ernst_Perabo	1394.0	https://imslp.org/wiki/Category:Perabo,_Ernst	True
Pedro Humberto Allende	1885	1959.0	Chilean			https://en.wikipedia.org/wiki/Pedro_Humberto_Allende	1392.0	https://imslp.org/wiki/Category:Allende,_Pedro_Humberto	True
Peter Mieg	1906	1990.0	Swiss		neoclassical	https://en.wikipedia.org/wiki/Peter_Mieg	1392.0	https://imslp.org/wiki/Category:Mieg,_Peter	False
Eric Moe	1954		American			https://en.wikipedia.org/wiki/Eric_Moe_(composer)	1391.0	https://imslp.org/wiki/Category:Moe,_Eric	False
Gheorghi Arnaoudov	1957		Bulgarian		minimalism	https://en.wikipedia.org/wiki/Gheorghi_Arnaoudov	1390.0	https://imslp.org/wiki/Category:Arnaoudov,_Gheorghi	False
Felipe Pedrell	1842	1922.0	Spanish			https://en.wikipedia.org/wiki/Felipe_Pedrell	1390.0	https://imslp.org/wiki/Category:Pedrell,_Felipe	True
Geoffrey Poole	1949		English			https://en.wikipedia.org/wiki/Geoffrey_Poole	1389.0	https://imslp.org/wiki/Category:Poole,_Geoffrey	False
James Cutler Dunn Parker	1828	1916.0	American		Romanticism	https://en.wikipedia.org/wiki/James_Cutler_Dunn_Parker	1388.0	https://imslp.org/wiki/Category:Parker,_James_Cutler_Dunn	True
Primož Ramovš	1921	1999.0	Slovenian			https://en.wikipedia.org/wiki/Primo%C5%BE_Ramov%C5%A1	1387.0	https://imslp.org/wiki/Category:Ramovš,_Primož	False
Yusef Greiss	1899	1961.0	Egyptian			https://en.wikipedia.org/wiki/Yusef_Greiss	1384.0	https://imslp.org/wiki/Category:Greiss,_Yusef	False
Hildor Lundvik	1885	1951.0	Swedish			https://en.wikipedia.org/wiki/Hildor_Lundvik	1383.0	https://imslp.org/wiki/Category:Lundvik,_Hildor	False
Lucia Contini Anselmi	1876	1913.0	Italian			https://en.wikipedia.org/wiki/Lucia_Contini_Anselmi	1380.0	https://imslp.org/wiki/Category:Anselmi,_Lucia_Contini	False
Mohamed Jamoussi	1910	1982.0	Tunisian			https://en.wikipedia.org/wiki/Mohamed_Jamoussi	1380.0	https://imslp.org/wiki/Category:Jamoussi,_Mohamed	False
Gyula Dávid	1913	1977.0	Hungarian			https://en.wikipedia.org/wiki/Gyula_D%C3%A1vid	1379.0	https://imslp.org/wiki/Category:Dávid,_Gyula	False
James Harley	1959		Canadian			https://en.wikipedia.org/wiki/James_Harley	1378.0	https://imslp.org/wiki/Category:Harley,_James	False
Doina Rotaru	1951		Romanian	Concerto for clarinet and orchestra;Florilegium, concerto for flute and flutes orchestra;Wings of Lightfor 24 flutists		https://en.wikipedia.org/wiki/Doina_Rotaru	1377.0	https://imslp.org/wiki/Category:Rotaru,_Doina	False
Xiao Shuxian	1905	1991.0	Chinese			https://en.wikipedia.org/wiki/Xiao_Shuxian	1377.0	https://imslp.org/wiki/Category:Shuxian,_Xiao	False
Povl Kjøller	1937	1999.0	Danish			https://en.wikipedia.org/wiki/Povl_Kj%C3%B8ller	1377.0	https://imslp.org/wiki/Category:Kjøller,_Povl	False
Antony le Fleming	1941		English			https://en.wikipedia.org/wiki/Antony_le_Fleming	1375.0	https://imslp.org/wiki/Category:Fleming,_Antony_le	False
Helen Glatz	1908	1996.0	English			https://en.wikipedia.org/wiki/Helen_Glatz	1374.0	https://imslp.org/wiki/Category:Glatz,_Helen	False
Moshe Zorman	1952		Israeli			https://en.wikipedia.org/wiki/Moshe_Zorman	1374.0	https://imslp.org/wiki/Category:Zorman,_Moshe	False
Ādolfs Skulte	1909	2000.0	Latvian			https://en.wikipedia.org/wiki/%C4%80dolfs_Skulte	1372.0	https://imslp.org/wiki/Category:Skulte,_Ādolfs	False
Carl Verbraeken	1950		Belgian			https://en.wikipedia.org/wiki/Carl_Verbraeken	1372.0	https://imslp.org/wiki/Category:Verbraeken,_Carl	True
Ivo Petrić	1931	2018.0	Slovenian			https://en.wikipedia.org/wiki/Ivo_Petri%C4%87	1372.0	https://imslp.org/wiki/Category:Petrić,_Ivo	False
Harold Van Heuvelen	1919	2017.0	American			https://en.wikipedia.org/wiki/Harold_Van_Heuvelen	1369.0	https://imslp.org/wiki/Category:Heuvelen,_Harold_Van	False
Zurab Nadareishvili	1957		Georgian			https://en.wikipedia.org/wiki/Zurab_Nadareishvili	1367.0	https://imslp.org/wiki/Category:Nadareishvili,_Zurab	False
Emmy Wegener	1901	1973.0	Dutch			https://en.wikipedia.org/wiki/Emmy_Wegener	1366.0	https://imslp.org/wiki/Category:Wegener,_Emmy	False
Jan Håkan Åberg	1916	2012.0	Swedish			https://en.wikipedia.org/wiki/Jan_H%C3%A5kan_%C3%85berg	1364.0	https://imslp.org/wiki/Category:Åberg,_Jan_Håkan	False
Lindley Evans	1895	1982.0	South African-born Australian			https://en.wikipedia.org/wiki/Lindley_Evans	1364.0	https://imslp.org/wiki/Category:Evans,_Lindley	False
Takekuni Hirayoshi	1936	1998.0	Japanese			https://en.wikipedia.org/wiki/Takekuni_Hirayoshi	1364.0	https://imslp.org/wiki/Category:Hirayoshi,_Takekuni	False
Axel Borup-Jørgensen	1924	2012.0	Danish			https://en.wikipedia.org/wiki/Axel_Borup-J%C3%B8rgensen	1363.0	https://imslp.org/wiki/Category:Borup-Jørgensen,_Axel	False
José Antonio Bottiroli	1920	1990.0	Argentine			https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Bottiroli	1361.0	https://imslp.org/wiki/Category:Bottiroli,_José_Antonio	False
Robert Suderburg	1936	2013.0	American	"Concerto,Within the Mirror of Time, for piano and orchestra;Chamber Music VII(""Ceremonies"")"		https://en.wikipedia.org/wiki/Robert_Suderburg	1361.0	https://imslp.org/wiki/Category:Suderburg,_Robert	False
Ahmed Achour	1945	2021.0	Tunisian	Concerto for clarinet and orchestra		https://en.wikipedia.org/wiki/Ahmed_Achour	1360.0	https://imslp.org/wiki/Category:Achour,_Ahmed	False
Gordon McPherson	1965		Scottish			https://en.wikipedia.org/wiki/Gordon_McPherson	1359.0	https://imslp.org/wiki/Category:McPherson,_Gordon	False
Katharine Emily Eggar	1874	1961.0	English			https://en.wikipedia.org/wiki/Katharine_Emily_Eggar	1356.0	https://imslp.org/wiki/Category:Eggar,_Katharine_Emily	False
Philip Greeley Clapp	1888	1954.0	American	12 symphonies		https://en.wikipedia.org/wiki/Philip_Greeley_Clapp	1354.0	https://imslp.org/wiki/Category:Clapp,_Philip_Greeley	False
Zorko Prelovec	1887	1939.0	Slovenian			https://en.wikipedia.org/wiki/Zorko_Prelovec	1354.0	https://imslp.org/wiki/Category:Prelovec,_Zorko	False
Helmut Eder	1916	2005.0	Austrian			https://en.wikipedia.org/wiki/Helmut_Eder	1351.0	https://imslp.org/wiki/Category:Eder,_Helmut	False
Benjamin Burrows	1891	1966.0	English			https://en.wikipedia.org/wiki/Benjamin_Burrows	1350.0	https://imslp.org/wiki/Category:Burrows,_Benjamin	True
Joseph Callaerts	1838	1901.0	Belgian			https://en.wikipedia.org/wiki/Joseph_Callaerts	1348.0	https://imslp.org/wiki/Category:Callaerts,_Joseph	True
Otakar Jeremiáš	1892	1962.0	Czech			https://en.wikipedia.org/wiki/Otakar_Jeremi%C3%A1%C5%A1	1348.0	https://imslp.org/wiki/Category:Jeremiáš,_Otakar	False
Jean-Yves Bosseur	1947		French			https://en.wikipedia.org/wiki/Jean-Yves_Bosseur	1346.0	https://imslp.org/wiki/Category:Bosseur,_Jean-Yves	False
Avo Sõmer	1934		American			https://en.wikipedia.org/wiki/Avo_S%C3%B5mer	1345.0	https://imslp.org/wiki/Category:Sõmer,_Avo	False
Roger Craig Vogel	1947		American			https://en.wikipedia.org/wiki/Roger_Craig_Vogel	1345.0	https://imslp.org/wiki/Category:Vogel,_Roger_Craig	False
Maurice Le Boucher	1882	1964.0	French			https://en.wikipedia.org/wiki/Maurice_Le_Boucher	1345.0	https://imslp.org/wiki/Category:Boucher,_Maurice_Le	False
Haruna Miyake	1942		Japanese			https://en.wikipedia.org/wiki/Haruna_Miyake	1344.0	https://imslp.org/wiki/Category:Miyake,_Haruna	False
Adina Izarra	1959		Venezuelan			https://en.wikipedia.org/wiki/Adina_Izarra	1344.0	https://imslp.org/wiki/Category:Izarra,_Adina	False
Zbyněk Vostřák	1920	1985.0	Czech			https://en.wikipedia.org/wiki/Zbyn%C4%9Bk_Vost%C5%99%C3%A1k	1341.0	https://imslp.org/wiki/Category:Vostřák,_Zbyněk	False
Gregory Short	1938	1999.0	American			https://en.wikipedia.org/wiki/Gregory_Short	1340.0	https://imslp.org/wiki/Category:Short,_Gregory	False
Edmund Jenkins	1894	1926.0	American			https://en.wikipedia.org/wiki/Edmund_Jenkins	1337.0	https://imslp.org/wiki/Category:Jenkins,_Edmund	False
Graziella Concas	1970		Italian			https://en.wikipedia.org/wiki/Graziella_Concas	1337.0	https://imslp.org/wiki/Category:Concas,_Graziella	False
María de las Mercedes Adam de Aróstegui	1873	1957.0	Cuban			https://en.wikipedia.org/wiki/Mar%C3%ADa_de_las_Mercedes_Adam_de_Ar%C3%B3stegui	1337.0	https://imslp.org/wiki/Category:Aróstegui,_María_de_las_Mercedes_Adam_de	False
Ladislav Vycpálek	1882	1969.0	Czech			https://en.wikipedia.org/wiki/Ladislav_Vycp%C3%A1lek	1334.0	https://imslp.org/wiki/Category:Vycpálek,_Ladislav	True
Gian Paolo Chiti	1939		Italian			https://en.wikipedia.org/wiki/Gian_Paolo_Chiti	1334.0	https://imslp.org/wiki/Category:Chiti,_Gian_Paolo	False
George Balch Wilson	1927	2021.0	American			https://en.wikipedia.org/wiki/George_Balch_Wilson	1333.0	https://imslp.org/wiki/Category:Wilson,_George_Balch	False
Maxime Jacob	1906	1977.0	French			https://en.wikipedia.org/wiki/Maxime_Jacob	1333.0	https://imslp.org/wiki/Category:Jacob,_Maxime	False
Bertha Tammelin	1836	1915.0	Swedish			https://en.wikipedia.org/wiki/Bertha_Tammelin	1333.0	https://imslp.org/wiki/Category:Tammelin,_Bertha	False
Jorge Bravo de Rueda	1895	1940.0	Peruvian			https://en.wikipedia.org/wiki/Jorge_Bravo_de_Rueda	1331.0	https://imslp.org/wiki/Category:Rueda,_Jorge_Bravo_de	False
Arturo Rodas	1954		Franco-Ecuadorian	"Arcaica, a concerto for percussion & orchestra;24.5 Preludesfor piano;El Árbol de los Pájaros(The birds tree): opera ""for the voice of the instruments"""	avant-garde,polystylism	https://en.wikipedia.org/wiki/Arturo_Rodas	1328.0	https://imslp.org/wiki/Category:Rodas,_Arturo	False
Margriet Ehlen	1943		Dutch			https://en.wikipedia.org/wiki/Margriet_Ehlen	1327.0	https://imslp.org/wiki/Category:Ehlen,_Margriet	False
